Date,Scrip,Name Moving Averages,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action
13-10-2023,MARUTI,Volume Weighted Moving Average (20),10730.36,1 Min,Buy,10730.36,5 Min,Buy,10683.56,15 Min,Buy,10645.43,30 Min,Buy,10645.43,1 Hour,Buy,10606.53,2 Hour,Buy,10425.32,4 Hour,Buy,10475.97,1 Day,Buy,9917.41,1 Week,Buy,8830.55,1 Month,Buy
13-10-2023,MARUTI,Hull Moving Average (9),10737.94,1 Min,Buy,10737.94,5 Min,Buy,10737.66,15 Min,Buy,10738.16,30 Min,Sell,10738.16,1 Hour,Sell,10739.12,2 Hour,Sell,10726.25,4 Hour,Buy,10607.85,1 Day,Buy,10677.63,1 Week,Buy,10769.8,1 Month,Sell
13-10-2023,POLYCAB,Exponential Moving Average (10),5321.59,1 Min,Sell,5323.91,5 Min,Sell,5323.7,15 Min,Sell,5315.5,30 Min,Buy,5298.14,1 Hour,Buy,5279.08,2 Hour,Buy,5260.12,4 Hour,Buy,5254.68,1 Day,Buy,5254.68,1 Week,Buy,4219.64,1 Month,Buy
13-10-2023,POLYCAB,Simple Moving Average (10),5321.58,1 Min,Sell,5324.44,5 Min,Sell,5325.23,15 Min,Sell,5322.59,30 Min,Sell,5292.95,1 Hour,Buy,5268.32,2 Hour,Buy,5230.46,4 Hour,Buy,5270.59,1 Day,Buy,5270.59,1 Week,Buy,3966.88,1 Month,Buy
13-10-2023,POLYCAB,Exponential Moving Average (20),5322.73,1 Min,Sell,5325.1,5 Min,Sell,5315.28,15 Min,Buy,5297.47,30 Min,Buy,5276.48,1 Hour,Buy,5262.15,2 Hour,Buy,5252.19,4 Hour,Buy,5222.52,1 Day,Buy,5222.52,1 Week,Buy,3503.05,1 Month,Buy
13-10-2023,POLYCAB,Simple Moving Average (20),5323.01,1 Min,Sell,5328.31,5 Min,Sell,5322.29,15 Min,Sell,5290.89,30 Min,Buy,5266.17,1 Hour,Buy,5232.48,2 Hour,Buy,5269.99,4 Hour,Buy,5240.4,1 Day,Buy,5240.4,1 Week,Buy,3221.11,1 Month,Buy
13-10-2023,POLYCAB,Exponential Moving Average (30),5323.67,1 Min,Sell,5323.95,5 Min,Sell,5305.23,15 Min,Buy,5284.1,30 Min,Buy,5267.07,1 Hour,Buy,5257.7,2 Hour,Buy,5240.21,4 Hour,Buy,5160.98,1 Day,Buy,5160.98,1 Week,Buy,3023.21,1 Month,Buy
13-10-2023,POLYCAB,Simple Moving Average (30),5323.66,1 Min,Sell,5324.82,5 Min,Sell,5302.18,15 Min,Buy,5273.88,30 Min,Buy,5247.31,1 Hour,Buy,5247.42,2 Hour,Buy,5254.63,4 Hour,Buy,5215.8,1 Day,Buy,5215.8,1 Week,Buy,2877.04,1 Month,Buy
13-10-2023,POLYCAB,Exponential Moving Average (50),5325.06,1 Min,Sell,5318.45,5 Min,Sell,5288.97,15 Min,Buy,5269.96,30 Min,Buy,5260.7,1 Hour,Buy,5248.47,2 Hour,Buy,5192.84,4 Hour,Buy,4986.91,1 Day,Buy,4986.91,1 Week,Buy,2265.28,1 Month,Buy
13-10-2023,POLYCAB,Simple Moving Average (50),5325.33,1 Min,Sell,5323.62,5 Min,Sell,5279.66,15 Min,Buy,5254.66,30 Min,Buy,5249.53,1 Hour,Buy,5270.77,2 Hour,Buy,5212.31,4 Hour,Buy,5057.01,1 Day,Buy,5057.01,1 Week,Buy,2112.12,1 Month,Buy
13-10-2023,POLYCAB,Exponential Moving Average (100),5325.72,1 Min,Sell,5301.68,5 Min,Buy,5269.45,15 Min,Buy,5260.47,30 Min,Buy,5244.72,1 Hour,Buy,5193.08,2 Hour,Buy,4984.33,4 Hour,Buy,4545.26,1 Day,Buy,4545.26,1 Week,Buy,—,1 Month,—
13-10-2023,POLYCAB,Simple Moving Average (100),5328.69,1 Min,Sell,5296.37,5 Min,Buy,5252.99,15 Min,Buy,5255.22,30 Min,Buy,5258.5,1 Hour,Buy,5212.07,2 Hour,Buy,5053.76,4 Hour,Buy,4420.19,1 Day,Buy,4420.19,1 Week,Buy,—,1 Month,—
13-10-2023,POLYCAB,Exponential Moving Average (200),5321.78,1 Min,Sell,5279.28,5 Min,Buy,5259.42,15 Min,Buy,5241.15,30 Min,Buy,5164.22,1 Hour,Buy,4983.27,2 Hour,Buy,4541.95,4 Hour,Buy,3957.45,1 Day,Buy,3957.45,1 Week,Buy,—,1 Month,—
13-10-2023,POLYCAB,Simple Moving Average (200),5323.55,1 Min,Sell,5268.19,5 Min,Buy,5259.49,15 Min,Buy,5251.96,30 Min,Buy,5215.91,1 Hour,Buy,5053.04,2 Hour,Buy,4418.08,4 Hour,Buy,3692.71,1 Day,Buy,3692.71,1 Week,Buy,—,1 Month,—
13-10-2023,POLYCAB,"Ichimoku Base Line (9, 26, 52, 26)",5323,1 Min,Neutral,5324.78,5 Min,Neutral,5279.15,15 Min,Neutral,5278.73,30 Min,Neutral,5267.03,1 Hour,Neutral,5242.08,2 Hour,Neutral,5269.08,4 Hour,Neutral,5136.08,1 Day,Neutral,5136.08,1 Week,Neutral,3726.53,1 Month,Neutral
13-10-2023,POLYCAB,Volume Weighted Moving Average (20),5322.95,1 Min,Sell,5327.35,5 Min,Sell,5322.03,15 Min,Sell,5287.06,30 Min,Buy,5264.77,1 Hour,Buy,5236.58,2 Hour,Buy,5282.97,4 Hour,Buy,5253.12,1 Day,Buy,5253.12,1 Week,Buy,3416.74,1 Month,Buy
13-10-2023,POLYCAB,Hull Moving Average (9),5320.5,1 Min,Sell,5319.79,5 Min,Sell,5323.26,15 Min,Sell,5328.75,30 Min,Sell,5333.68,1 Hour,Sell,5337.54,2 Hour,Sell,5301.51,4 Hour,Sell,5241.96,1 Day,Sell,5241.96,1 Week,Sell,5731.68,1 Month,Sell
13-10-2023,MCDOWELL-N,Exponential Moving Average (10),1067.46,1 Min,Sell,1068.63,5 Min,Sell,1069.55,15 Min,Sell,1067.62,30 Min,Sell,1063.84,1 Hour,Buy,1057.81,2 Hour,Buy,1047.13,4 Hour,Buy,1034.86,1 Day,Buy,1019.49,1 Week,Buy,941.91,1 Month,Buy
13-10-2023,MCDOWELL-N,Simple Moving Average (10),1067.46,1 Min,Sell,1068.67,5 Min,Sell,1070.94,15 Min,Sell,1069.43,30 Min,Sell,1063.21,1 Hour,Buy,1058.47,2 Hour,Buy,1042.05,4 Hour,Buy,1023.9,1 Day,Buy,1022.54,1 Week,Buy,893.73,1 Month,Buy
13-10-2023,MCDOWELL-N,Exponential Moving Average (20),1067.79,1 Min,Sell,1069.86,5 Min,Sell,1068.22,15 Min,Sell,1063.26,30 Min,Buy,1055.75,1 Hour,Buy,1045.86,2 Hour,Buy,1034.57,4 Hour,Buy,1028.34,1 Day,Buy,979.19,1 Week,Buy,882.2,1 Month,Buy
13-10-2023,MCDOWELL-N,Simple Moving Average (20),1067.63,1 Min,Sell,1070.17,5 Min,Sell,1069.71,15 Min,Sell,1062.71,30 Min,Buy,1056.1,1 Hour,Buy,1041.42,2 Hour,Buy,1023.1,4 Hour,Buy,1026.17,1 Day,Buy,981.63,1 Week,Buy,869.85,1 Month,Buy
13-10-2023,MCDOWELL-N,Exponential Moving Average (30),1068.11,1 Min,Sell,1070.23,5 Min,Sell,1065.84,15 Min,Buy,1058.72,30 Min,Buy,1048.69,1 Hour,Buy,1038.33,2 Hour,Buy,1030.08,4 Hour,Buy,1024.16,1 Day,Buy,948.16,1 Week,Buy,839.16,1 Month,Buy
13-10-2023,MCDOWELL-N,Simple Moving Average (30),1068.28,1 Min,Sell,1071.73,5 Min,Sell,1065.29,15 Min,Buy,1059.14,30 Min,Buy,1046.38,1 Hour,Buy,1030.23,2 Hour,Buy,1020.02,4 Hour,Buy,1030.01,1 Day,Buy,915.56,1 Week,Buy,845.34,1 Month,Buy
13-10-2023,MCDOWELL-N,Exponential Moving Average (50),1068.72,1 Min,Sell,1069.39,5 Min,Sell,1060.9,15 Min,Buy,1050.56,30 Min,Buy,1039.02,1 Hour,Buy,1031.36,2 Hour,Buy,1025.83,4 Hour,Buy,1010.99,1 Day,Buy,910.08,1 Week,Buy,775.41,1 Month,Buy
13-10-2023,MCDOWELL-N,Simple Moving Average (50),1068.67,1 Min,Sell,1072.2,5 Min,Sell,1060.73,15 Min,Buy,1049.44,30 Min,Buy,1032.05,1 Hour,Buy,1020.32,2 Hour,Buy,1029.89,4 Hour,Buy,1020.59,1 Day,Buy,883.16,1 Week,Buy,736.71,1 Month,Buy
13-10-2023,MCDOWELL-N,Exponential Moving Average (100),1069.88,1 Min,Sell,1065.26,5 Min,Buy,1050.03,15 Min,Buy,1037.67,30 Min,Buy,1029.95,1 Hour,Buy,1025.67,2 Hour,Buy,1010.39,4 Hour,Buy,970.52,1 Day,Buy,853.47,1 Week,Buy,665.47,1 Month,Buy
13-10-2023,MCDOWELL-N,Simple Moving Average (100),1070.2,1 Min,Sell,1064.42,5 Min,Buy,1048.54,15 Min,Buy,1028.64,30 Min,Buy,1019.72,1 Hour,Buy,1029.99,2 Hour,Buy,1019.98,4 Hour,Buy,969.06,1 Day,Buy,865.03,1 Week,Buy,646.96,1 Month,Buy
13-10-2023,MCDOWELL-N,Exponential Moving Average (200),1069.94,1 Min,Sell,1057.05,5 Min,Buy,1037.24,15 Min,Buy,1029.3,30 Min,Buy,1023.79,1 Hour,Buy,1009.59,2 Hour,Buy,971.09,4 Hour,Buy,919.64,1 Day,Buy,776.23,1 Week,Buy,488.47,1 Month,Buy
13-10-2023,MCDOWELL-N,Simple Moving Average (200),1072.5,1 Min,Sell,1056.61,5 Min,Buy,1027.36,15 Min,Buy,1019.81,30 Min,Buy,1029.91,1 Hour,Buy,1020,2 Hour,Buy,968.33,4 Hour,Buy,879.27,1 Day,Buy,740.29,1 Week,Buy,483.74,1 Month,Buy
13-10-2023,MCDOWELL-N,"Ichimoku Base Line (9, 26, 52, 26)",1069.15,1 Min,Neutral,1072.63,5 Min,Neutral,1067,15 Min,Neutral,1066.45,30 Min,Neutral,1055.53,1 Hour,Neutral,1044.2,2 Hour,Neutral,1034.58,4 Hour,Neutral,1034.57,1 Day,Neutral,921.03,1 Week,Neutral,895.03,1 Month,Neutral
13-10-2023,MCDOWELL-N,Volume Weighted Moving Average (20),1067.56,1 Min,Sell,1069.71,5 Min,Sell,1071.75,15 Min,Sell,1065.41,30 Min,Buy,1058.03,1 Hour,Buy,1043.08,2 Hour,Buy,1030.3,4 Hour,Buy,1031.4,1 Day,Buy,993.58,1 Week,Buy,862.08,1 Month,Buy
13-10-2023,MCDOWELL-N,Hull Moving Average (9),1067.25,1 Min,Sell,1066.78,5 Min,Sell,1066.99,15 Min,Sell,1067.53,30 Min,Sell,1073.93,1 Hour,Sell,1073.29,2 Hour,Sell,1074.25,4 Hour,Sell,1063.45,1 Day,Buy,1031.78,1 Week,Buy,1082.77,1 Month,Sell
13-10-2023,IDEA,Exponential Moving Average (10),12.02,1 Min,Buy,12.03,5 Min,Buy,12.07,15 Min,Sell,12.07,30 Min,Sell,12,1 Hour,Buy,11.89,2 Hour,Buy,11.69,4 Hour,Buy,11.55,1 Day,Buy,10.49,1 Week,Buy,9.22,1 Month,Buy
13-10-2023,IDEA,Simple Moving Average (10),12.01,1 Min,Buy,12.02,5 Min,Buy,12.07,15 Min,Sell,12.1,30 Min,Sell,12,1 Hour,Buy,11.94,2 Hour,Buy,11.53,4 Hour,Buy,11.5,1 Day,Buy,10.25,1 Week,Buy,8.22,1 Month,Buy
13-10-2023,IDEA,Exponential Moving Average (20),12.01,1 Min,Buy,12.05,5 Min,Buy,12.07,15 Min,Sell,12.01,30 Min,Buy,11.86,1 Hour,Buy,11.71,2 Hour,Buy,11.54,4 Hour,Buy,11.26,1 Day,Buy,9.46,1 Week,Buy,8.99,1 Month,Buy
13-10-2023,IDEA,Simple Moving Average (20),12,1 Min,Buy,12.05,5 Min,Neutral,12.1,15 Min,Sell,12,30 Min,Buy,11.91,1 Hour,Buy,11.55,2 Hour,Buy,11.5,4 Hour,Buy,11.43,1 Day,Buy,8.94,1 Week,Buy,8.53,1 Month,Buy
13-10-2023,IDEA,Exponential Moving Average (30),12.01,1 Min,Buy,12.06,5 Min,Sell,12.04,15 Min,Buy,11.92,30 Min,Buy,11.74,1 Hour,Buy,11.62,2 Hour,Buy,11.41,4 Hour,Buy,10.89,1 Day,Buy,8.94,1 Week,Buy,9.68,1 Month,Buy
13-10-2023,IDEA,Simple Moving Average (30),12.01,1 Min,Buy,12.07,5 Min,Sell,12.08,15 Min,Sell,11.95,30 Min,Buy,11.63,1 Hour,Buy,11.43,2 Hour,Buy,11.56,4 Hour,Buy,11.07,1 Day,Buy,8.15,1 Week,Buy,9.08,1 Month,Buy
13-10-2023,IDEA,Exponential Moving Average (50),12.02,1 Min,Buy,12.06,5 Min,Sell,11.95,15 Min,Buy,11.78,30 Min,Buy,11.62,1 Hour,Buy,11.49,2 Hour,Buy,11.07,4 Hour,Buy,10.24,1 Day,Buy,8.62,1 Week,Buy,13.41,1 Month,Sell
13-10-2023,IDEA,Simple Moving Average (50),12.02,1 Min,Buy,12.1,5 Min,Sell,11.97,15 Min,Buy,11.7,30 Min,Buy,11.42,1 Hour,Buy,11.59,2 Hour,Buy,11.3,4 Hour,Buy,9.9,1 Day,Buy,7.91,1 Week,Buy,8.53,1 Month,Buy
13-10-2023,IDEA,Exponential Moving Average (100),12.04,1 Min,Buy,12.02,5 Min,Buy,11.76,15 Min,Buy,11.61,30 Min,Buy,11.44,1 Hour,Buy,11.07,2 Hour,Buy,10.23,4 Hour,Buy,9.24,1 Day,Buy,8.91,1 Week,Buy,23.93,1 Month,Sell
13-10-2023,IDEA,Simple Moving Average (100),12.05,1 Min,Buy,12.03,5 Min,Buy,11.67,15 Min,Buy,11.42,30 Min,Buy,11.55,1 Hour,Buy,11.3,2 Hour,Buy,9.89,4 Hour,Buy,8.72,1 Day,Buy,9.06,1 Week,Buy,28.8,1 Month,Sell
13-10-2023,IDEA,Exponential Moving Average (200),12.06,1 Min,Sell,11.87,5 Min,Buy,11.6,15 Min,Buy,11.39,30 Min,Buy,10.93,1 Hour,Buy,10.23,2 Hour,Buy,9.24,4 Hour,Buy,8.6,1 Day,Buy,12.54,1 Week,Sell,45.74,1 Month,Sell
13-10-2023,IDEA,Simple Moving Average (200),12.09,1 Min,Sell,11.91,5 Min,Buy,11.44,15 Min,Buy,11.52,30 Min,Buy,11.13,1 Hour,Buy,9.89,2 Hour,Buy,8.72,4 Hour,Buy,7.83,1 Day,Buy,8.77,1 Week,Buy,45.74,1 Month,Sell
13-10-2023,IDEA,"Ichimoku Base Line (9, 26, 52, 26)",12,1 Min,Neutral,12.05,5 Min,Neutral,12.05,15 Min,Neutral,11.95,30 Min,Neutral,11.68,1 Hour,Neutral,11.45,2 Hour,Neutral,11.5,4 Hour,Neutral,11.03,1 Day,Neutral,9.25,1 Week,Neutral,11.25,1 Month,Neutral
13-10-2023,IDEA,Volume Weighted Moving Average (20),12.01,1 Min,Buy,12.03,5 Min,Buy,12.1,15 Min,Sell,12.07,30 Min,Sell,11.93,1 Hour,Buy,11.63,2 Hour,Buy,11.57,4 Hour,Buy,11.53,1 Day,Buy,9.74,1 Week,Buy,8.94,1 Month,Buy
13-10-2023,IDEA,Hull Moving Average (9),12.01,1 Min,Buy,12.04,5 Min,Buy,12.03,15 Min,Buy,12.05,30 Min,Sell,12.1,1 Hour,Sell,12.12,2 Hour,Sell,12.16,4 Hour,Sell,11.9,1 Day,Buy,12.01,1 Week,Sell,11.46,1 Month,Buy
13-10-2023,SUNPHARMA,Exponential Moving Average (10),1144.09,1 Min,Sell,1144.86,5 Min,Sell,1142.92,15 Min,Buy,1140.55,30 Min,Buy,1137.96,1 Hour,Buy,1135.58,2 Hour,Buy,1132.32,4 Hour,Buy,1132.78,1 Day,Buy,1127.18,1 Week,Buy,1070.45,1 Month,Buy
13-10-2023,SUNPHARMA,Simple Moving Average (10),1144.22,1 Min,Sell,1145.18,5 Min,Sell,1142.51,15 Min,Buy,1140.52,30 Min,Buy,1136.34,1 Hour,Buy,1133.25,2 Hour,Buy,1129.41,4 Hour,Buy,1132.43,1 Day,Buy,1132.64,1 Week,Buy,1054.77,1 Month,Buy
13-10-2023,SUNPHARMA,Exponential Moving Average (20),1144.55,1 Min,Sell,1143.86,5 Min,Sell,1139.91,15 Min,Buy,1136.62,30 Min,Buy,1133.98,1 Hour,Buy,1132.48,2 Hour,Buy,1131.85,4 Hour,Buy,1132.98,1 Day,Buy,1097.41,1 Week,Buy,994.07,1 Month,Buy
13-10-2023,SUNPHARMA,Simple Moving Average (20),1144.87,1 Min,Sell,1144.11,5 Min,Sell,1139.68,15 Min,Buy,1134.5,30 Min,Buy,1132.21,1 Hour,Buy,1129.62,2 Hour,Buy,1131.78,4 Hour,Buy,1135.97,1 Day,Buy,1091.42,1 Week,Buy,996.58,1 Month,Buy
13-10-2023,SUNPHARMA,Exponential Moving Average (30),1144.7,1 Min,Sell,1142.76,5 Min,Buy,1137.61,15 Min,Buy,1134.35,30 Min,Buy,1132.22,1 Hour,Buy,1131.9,2 Hour,Buy,1132.43,4 Hour,Buy,1131.29,1 Day,Buy,1073.43,1 Week,Buy,927.77,1 Month,Buy
13-10-2023,SUNPHARMA,Simple Moving Average (30),1145.21,1 Min,Sell,1142.24,5 Min,Buy,1136.17,15 Min,Buy,1131.64,30 Min,Buy,1129.9,1 Hour,Buy,1127.75,2 Hour,Buy,1131.95,4 Hour,Buy,1133.92,1 Day,Buy,1053.3,1 Week,Buy,924.48,1 Month,Buy
13-10-2023,SUNPHARMA,Exponential Moving Average (50),1144.58,1 Min,Sell,1140.66,5 Min,Buy,1134.69,15 Min,Buy,1132.02,30 Min,Buy,1131.33,1 Hour,Buy,1132.38,2 Hour,Buy,1132.15,4 Hour,Buy,1122,1 Day,Buy,1035.31,1 Week,Buy,835.08,1 Month,Buy
13-10-2023,SUNPHARMA,Simple Moving Average (50),1144.94,1 Min,Sell,1141.16,5 Min,Buy,1131.94,15 Min,Buy,1130.2,30 Min,Buy,1127.5,1 Hour,Buy,1133.05,2 Hour,Buy,1136.77,4 Hour,Buy,1134.04,1 Day,Buy,1034.19,1 Week,Buy,751.32,1 Month,Buy
13-10-2023,SUNPHARMA,Exponential Moving Average (100),1143.63,1 Min,Buy,1136.8,5 Min,Buy,1131.59,15 Min,Buy,1131.02,30 Min,Buy,1132.18,1 Hour,Buy,1132.29,2 Hour,Buy,1121.85,4 Hour,Buy,1092.01,1 Day,Buy,952.17,1 Week,Buy,709.74,1 Month,Buy
13-10-2023,SUNPHARMA,Simple Moving Average (100),1143.98,1 Min,Sell,1134.79,5 Min,Buy,1129.69,15 Min,Buy,1126.62,30 Min,Buy,1131.86,1 Hour,Buy,1136.7,2 Hour,Buy,1133.8,4 Hour,Buy,1082.16,1 Day,Buy,954.48,1 Week,Buy,688.13,1 Month,Buy
13-10-2023,SUNPHARMA,Exponential Moving Average (200),1141.49,1 Min,Buy,1133.12,5 Min,Buy,1130.92,15 Min,Buy,1132.26,30 Min,Buy,1131.08,1 Hour,Buy,1121.75,2 Hour,Buy,1092.59,4 Hour,Buy,1047.31,1 Day,Buy,834.14,1 Week,Buy,509.46,1 Month,Buy
13-10-2023,SUNPHARMA,Simple Moving Average (200),1141.52,1 Min,Buy,1131.24,5 Min,Buy,1126.56,15 Min,Buy,1132.28,30 Min,Buy,1134.67,1 Hour,Buy,1133.92,2 Hour,Buy,1081.96,4 Hour,Buy,1035.91,1 Day,Buy,764.98,1 Week,Buy,511.36,1 Month,Buy
13-10-2023,SUNPHARMA,"Ichimoku Base Line (9, 26, 52, 26)",1144.08,1 Min,Neutral,1141.35,5 Min,Neutral,1134.6,15 Min,Neutral,1134.2,30 Min,Neutral,1134.2,1 Hour,Neutral,1128.1,2 Hour,Neutral,1138.2,4 Hour,Neutral,1138.2,1 Day,Neutral,1046.08,1 Week,Neutral,951.7,1 Month,Neutral
13-10-2023,SUNPHARMA,Volume Weighted Moving Average (20),1144.82,1 Min,Sell,1144.38,5 Min,Sell,1140.97,15 Min,Buy,1136.15,30 Min,Buy,1133.25,1 Hour,Buy,1130.98,2 Hour,Buy,1133.3,4 Hour,Buy,1137.42,1 Day,Buy,1084.44,1 Week,Buy,981.6,1 Month,Buy
13-10-2023,SUNPHARMA,Hull Moving Average (9),1142.96,1 Min,Buy,1145.13,5 Min,Sell,1146.33,15 Min,Sell,1146.58,30 Min,Sell,1146.76,1 Hour,Sell,1144.56,2 Hour,Sell,1137.75,4 Hour,Buy,1134.19,1 Day,Buy,1147.3,1 Week,Sell,1181.09,1 Month,Sell
13-10-2023,CIPLA,Exponential Moving Average (10),1167.94,1 Min,Sell,1167.05,5 Min,Buy,1165.47,15 Min,Buy,1165.02,30 Min,Buy,1164.72,1 Hour,Buy,1164.09,2 Hour,Buy,1163.21,4 Hour,Buy,1168.91,1 Day,Sell,1178.89,1 Week,Sell,1099.77,1 Month,Buy
13-10-2023,CIPLA,Simple Moving Average (10),1167.99,1 Min,Sell,1166.91,5 Min,Buy,1164.57,15 Min,Buy,1164.89,30 Min,Buy,1163.42,1 Hour,Buy,1164.23,2 Hour,Buy,1160.85,4 Hour,Buy,1167.22,1 Day,Buy,1212.43,1 Week,Sell,1048.74,1 Month,Buy
13-10-2023,CIPLA,Exponential Moving Average (20),1167.81,1 Min,Sell,1166,5 Min,Buy,1164.52,15 Min,Buy,1163.92,30 Min,Buy,1163.6,1 Hour,Buy,1163.87,2 Hour,Buy,1168.3,4 Hour,Sell,1181.41,1 Day,Sell,1137.71,1 Week,Buy,1043.88,1 Month,Buy
13-10-2023,CIPLA,Simple Moving Average (20),1167.89,1 Min,Sell,1165.58,5 Min,Buy,1165.01,15 Min,Buy,1162.21,30 Min,Buy,1164.52,1 Hour,Buy,1161.38,2 Hour,Buy,1167.01,4 Hour,Buy,1185.08,1 Day,Sell,1127.89,1 Week,Buy,1045.53,1 Month,Buy
13-10-2023,CIPLA,Exponential Moving Average (30),1167.56,1 Min,Buy,1165.41,5 Min,Buy,1163.96,15 Min,Buy,1163.4,30 Min,Buy,1163.49,1 Hour,Buy,1165.74,2 Hour,Buy,1175.4,4 Hour,Sell,1186.46,1 Day,Sell,1107.09,1 Week,Buy,994.17,1 Month,Buy
13-10-2023,CIPLA,Simple Moving Average (30),1167.81,1 Min,Sell,1164.4,5 Min,Buy,1163.63,15 Min,Buy,1163.42,30 Min,Buy,1161.73,1 Hour,Buy,1162.16,2 Hour,Buy,1170.2,4 Hour,Sell,1204.96,1 Day,Sell,1056.59,1 Week,Buy,1012.46,1 Month,Buy
13-10-2023,CIPLA,Exponential Moving Average (50),1167.03,1 Min,Buy,1164.74,5 Min,Buy,1163.35,15 Min,Buy,1163.14,30 Min,Buy,1165.34,1 Hour,Buy,1172.31,2 Hour,Sell,1185,4 Hour,Sell,1177.07,1 Day,Sell,1071.9,1 Week,Buy,908.93,1 Month,Buy
13-10-2023,CIPLA,Simple Moving Average (50),1166.85,1 Min,Buy,1164.46,5 Min,Buy,1161.95,15 Min,Buy,1162.01,30 Min,Buy,1162.06,1 Hour,Buy,1168.01,2 Hour,Sell,1196.87,4 Hour,Sell,1214.49,1 Day,Sell,1052.03,1 Week,Buy,864.55,1 Month,Buy
13-10-2023,CIPLA,Exponential Moving Average (100),1165.98,1 Min,Buy,1163.82,5 Min,Buy,1163.04,15 Min,Buy,1165.83,30 Min,Buy,1174.96,1 Hour,Sell,1185.35,2 Hour,Sell,1176.97,4 Hour,Sell,1132.17,1 Day,Buy,1012.96,1 Week,Buy,763.68,1 Month,Buy
13-10-2023,CIPLA,Simple Moving Average (100),1165.57,1 Min,Buy,1162.93,5 Min,Buy,1161.64,15 Min,Buy,1162.26,30 Min,Buy,1169.93,1 Hour,Sell,1197.12,2 Hour,Sell,1214.05,4 Hour,Sell,1113.95,1 Day,Buy,1017.13,1 Week,Buy,720.83,1 Month,Buy
13-10-2023,CIPLA,Exponential Moving Average (200),1165.03,1 Min,Buy,1163.1,5 Min,Buy,1166.18,15 Min,Buy,1176.7,30 Min,Sell,1186.03,1 Hour,Sell,1176.62,2 Hour,Sell,1133.5,4 Hour,Buy,1082.14,1 Day,Buy,910.95,1 Week,Buy,566.53,1 Month,Buy
13-10-2023,CIPLA,Simple Moving Average (200),1164.14,1 Min,Buy,1164.01,5 Min,Buy,1162.76,15 Min,Buy,1171.77,30 Min,Sell,1203.37,1 Hour,Sell,1214.47,2 Hour,Sell,1113.63,4 Hour,Buy,1040.59,1 Day,Buy,884.18,1 Week,Buy,531.36,1 Month,Buy
13-10-2023,CIPLA,"Ichimoku Base Line (9, 26, 52, 26)",1167.13,1 Min,Neutral,1164.83,5 Min,Neutral,1159.6,15 Min,Neutral,1168.18,30 Min,Neutral,1166.43,1 Hour,Neutral,1166.43,2 Hour,Neutral,1172.85,4 Hour,Neutral,1206.75,1 Day,Neutral,1087.1,1 Week,Neutral,1063.95,1 Month,Neutral
13-10-2023,CIPLA,Volume Weighted Moving Average (20),1167.91,1 Min,Sell,1166.4,5 Min,Buy,1165.89,15 Min,Buy,1160.41,30 Min,Buy,1163.54,1 Hour,Buy,1161.65,2 Hour,Buy,1168.28,4 Hour,Sell,1189.19,1 Day,Sell,1139.61,1 Week,Buy,1038.11,1 Month,Buy
13-10-2023,CIPLA,Hull Moving Average (9),1167.79,1 Min,Buy,1168.41,5 Min,Sell,1167.78,15 Min,Buy,1167.54,30 Min,Buy,1166.96,1 Hour,Buy,1167.5,2 Hour,Buy,1162.24,4 Hour,Buy,1162.91,1 Day,Buy,1158.22,1 Week,Buy,1272.48,1 Month,Sell
13-10-2023,BAJAJFINSV,Exponential Moving Average (10),1645.5,1 Min,Sell,1645.36,5 Min,Sell,1642.68,15 Min,Sell,1640.32,30 Min,Buy,1638.26,1 Hour,Buy,1636.56,2 Hour,Buy,1636.56,4 Hour,Buy,1609.47,1 Day,Buy,1565.51,1 Week,Buy,1519.14,1 Month,Buy
13-10-2023,BAJAJFINSV,Simple Moving Average (10),1646.1,1 Min,Sell,1645.94,5 Min,Sell,1643.76,15 Min,Sell,1638.91,30 Min,Buy,1636.59,1 Hour,Buy,1636.56,2 Hour,Buy,1636.56,4 Hour,Buy,1598.36,1 Day,Buy,1542.68,1 Week,Buy,1455.16,1 Month,Buy
13-10-2023,BAJAJFINSV,Exponential Moving Average (20),1645.95,1 Min,Sell,1644.67,5 Min,Sell,1639.55,15 Min,Buy,1637.5,30 Min,Buy,1634.33,1 Hour,Buy,1626.33,2 Hour,Buy,1626.33,4 Hour,Buy,1584.27,1 Day,Buy,1532.49,1 Week,Buy,1475.09,1 Month,Buy
13-10-2023,BAJAJFINSV,Simple Moving Average (20),1646.16,1 Min,Sell,1645.41,5 Min,Sell,1637.39,15 Min,Buy,1635.74,30 Min,Buy,1636.16,1 Hour,Buy,1631.44,2 Hour,Buy,1631.44,4 Hour,Buy,1575.32,1 Day,Buy,1541.11,1 Week,Buy,1493.82,1 Month,Buy
13-10-2023,BAJAJFINSV,Exponential Moving Average (30),1646.09,1 Min,Sell,1643.29,5 Min,Sell,1637.77,15 Min,Buy,1635.59,30 Min,Buy,1628.59,1 Hour,Buy,1615.5,2 Hour,Buy,1615.5,4 Hour,Buy,1570.29,1 Day,Buy,1514.05,1 Week,Buy,1407.04,1 Month,Buy
