Date,Scrip,Name Moving Averages,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action,Value,Time,Action
13-10-2023,INDUSINDBK,Simple Moving Average (30),1463.21,1 Min,Sell,1457.39,5 Min,Buy,1445.72,15 Min,Buy,1438.32,30 Min,Buy,1429.99,1 Hour,Buy,1425.02,2 Hour,Buy,1427.71,4 Hour,Buy,1430.57,1 Day,Buy,1305.71,1 Week,Buy,1101.86,1 Month,Buy
13-10-2023,INDUSINDBK,Exponential Moving Average (50),1462.1,1 Min,Sell,1454.41,5 Min,Buy,1442.99,15 Min,Buy,1436.23,30 Min,Buy,1430.65,1 Hour,Buy,1429.29,2 Hour,Buy,1425.98,4 Hour,Buy,1412.91,1 Day,Buy,1269.12,1 Week,Buy,1134.2,1 Month,Buy
13-10-2023,INDUSINDBK,Simple Moving Average (50),1462.2,1 Min,Sell,1454.66,5 Min,Buy,1440.84,15 Min,Buy,1431.23,30 Min,Buy,1425.27,1 Hour,Buy,1425.02,2 Hour,Buy,1433.35,4 Hour,Buy,1417.43,1 Day,Buy,1244.88,1 Week,Buy,1014.01,1 Month,Buy
13-10-2023,INDUSINDBK,Exponential Moving Average (100),1459.96,1 Min,Sell,1447.45,5 Min,Buy,1435.35,15 Min,Buy,1430.46,30 Min,Buy,1428.3,1 Hour,Buy,1426.27,2 Hour,Buy,1411.64,4 Hour,Buy,1367.48,1 Day,Buy,1175.14,1 Week,Buy,1057.02,1 Month,Buy
13-10-2023,INDUSINDBK,Simple Moving Average (100),1459.58,1 Min,Sell,1444.09,5 Min,Buy,1430.7,15 Min,Buy,1423.52,30 Min,Buy,1426.42,1 Hour,Buy,1433.57,2 Hour,Buy,1415.91,4 Hour,Buy,1380.51,1 Day,Buy,1109.27,1 Week,Buy,1210.08,1 Month,Buy
13-10-2023,INDUSINDBK,Exponential Moving Average (200),1456.1,1 Min,Buy,1439.6,5 Min,Buy,1430.1,15 Min,Buy,1428.11,30 Min,Buy,1424.81,1 Hour,Buy,1410.94,2 Hour,Buy,1367.55,4 Hour,Buy,1289.51,1 Day,Buy,1130.06,1 Week,Buy,791.04,1 Month,Buy
13-10-2023,INDUSINDBK,Simple Moving Average (200),1455.81,1 Min,Buy,1435.32,5 Min,Buy,1422.33,15 Min,Buy,1426.95,30 Min,Buy,1430.99,1 Hour,Buy,1415.88,2 Hour,Buy,1379.34,4 Hour,Buy,1258.61,1 Day,Buy,986.97,1 Week,Buy,752.2,1 Month,Buy
13-10-2023,INDUSINDBK,"Ichimoku Base Line (9, 26, 52, 26)",1462.68,1 Min,Neutral,1457.7,5 Min,Neutral,1443.15,15 Min,Neutral,1443.15,30 Min,Neutral,1439.55,1 Hour,Neutral,1430.78,2 Hour,Neutral,1426.25,4 Hour,Neutral,1430.93,1 Day,Neutral,1270.5,1 Week,Neutral,1119.43,1 Month,Neutral
13-10-2023,INDUSINDBK,Volume Weighted Moving Average (20),1463.79,1 Min,Sell,1460.72,5 Min,Sell,1454.95,15 Min,Buy,1448.43,30 Min,Buy,1441.94,1 Hour,Buy,1437.36,2 Hour,Buy,1425.86,4 Hour,Buy,1432.51,1 Day,Buy,1388.77,1 Week,Buy,1146.78,1 Month,Buy
13-10-2023,INDUSINDBK,Hull Moving Average (9),1461.41,1 Min,Sell,1463.06,5 Min,Sell,1463.57,15 Min,Sell,1463.04,30 Min,Sell,1465.26,1 Hour,Sell,1465.55,2 Hour,Sell,1449.22,4 Hour,Sell,1436.33,1 Day,Sell,1450.25,1 Week,Sell,1491.24,1 Month,Sell
13-10-2023,TATACONSUM,Exponential Moving Average (10),912.09,1 Min,Sell,913.02,5 Min,Sell,912.56,15 Min,Sell,910.43,30 Min,Buy,906.47,1 Hour,Buy,906.47,2 Hour,Buy,894.59,4 Hour,Buy,887.46,1 Day,Buy,869.43,1 Week,Buy,869.43,1 Month,Buy
13-10-2023,TATACONSUM,Simple Moving Average (10),912.06,1 Min,Sell,913.65,5 Min,Sell,913.04,15 Min,Sell,911.75,30 Min,Sell,905.16,1 Hour,Buy,905.16,2 Hour,Buy,892.11,4 Hour,Buy,881.2,1 Day,Buy,862.79,1 Week,Buy,862.79,1 Month,Buy
13-10-2023,TATACONSUM,Exponential Moving Average (20),912.67,1 Min,Sell,912.81,5 Min,Sell,910.36,15 Min,Buy,905.76,30 Min,Buy,899.98,1 Hour,Buy,899.98,2 Hour,Buy,887.3,4 Hour,Buy,880.39,1 Day,Buy,846.67,1 Week,Buy,846.67,1 Month,Buy
13-10-2023,TATACONSUM,Simple Moving Average (20),912.94,1 Min,Sell,912.39,5 Min,Sell,911.96,15 Min,Sell,904.18,30 Min,Buy,897.98,1 Hour,Buy,897.98,2 Hour,Buy,881.02,4 Hour,Buy,881.65,1 Day,Buy,851.03,1 Week,Buy,851.03,1 Month,Buy
13-10-2023,TATACONSUM,Exponential Moving Average (30),912.93,1 Min,Sell,912.42,5 Min,Sell,907.76,15 Min,Buy,902.09,30 Min,Buy,895.49,1 Hour,Buy,895.49,2 Hour,Buy,883.35,4 Hour,Buy,875.09,1 Day,Buy,829.88,1 Week,Buy,829.88,1 Month,Buy
13-10-2023,TATACONSUM,Simple Moving Average (30),913.44,1 Min,Sell,912.93,5 Min,Sell,907.43,15 Min,Buy,899.01,30 Min,Buy,894.18,1 Hour,Buy,894.18,2 Hour,Buy,883.57,4 Hour,Buy,873.71,1 Day,Buy,815.56,1 Week,Buy,815.56,1 Month,Buy
13-10-2023,TATACONSUM,Exponential Moving Average (50),913,1 Min,Sell,911.03,5 Min,Buy,903.45,15 Min,Buy,896.67,30 Min,Buy,889.99,1 Hour,Buy,889.99,2 Hour,Buy,877.32,4 Hour,Buy,865.97,1 Day,Buy,808.82,1 Week,Buy,808.82,1 Month,Buy
13-10-2023,TATACONSUM,Simple Moving Average (50),913.63,1 Min,Sell,911.8,5 Min,Sell,900.36,15 Min,Buy,895.64,30 Min,Buy,884.42,1 Hour,Buy,884.42,2 Hour,Buy,878.22,4 Hour,Buy,861.53,1 Day,Buy,790.39,1 Week,Buy,790.39,1 Month,Buy
13-10-2023,TATACONSUM,Exponential Moving Average (100),912.8,1 Min,Sell,906.79,5 Min,Buy,896.2,15 Min,Buy,889.28,30 Min,Buy,883.47,1 Hour,Buy,883.47,2 Hour,Buy,865.55,4 Hour,Buy,844.49,1 Day,Buy,766.61,1 Week,Buy,766.61,1 Month,Buy
13-10-2023,TATACONSUM,Simple Moving Average (100),912.42,1 Min,Sell,905.71,5 Min,Buy,895.26,15 Min,Buy,882.72,30 Min,Buy,883.6,1 Hour,Buy,883.6,2 Hour,Buy,860.92,4 Hour,Buy,848.44,1 Day,Buy,776.5,1 Week,Buy,776.5,1 Month,Buy
13-10-2023,TATACONSUM,Exponential Moving Average (200),911.79,1 Min,Sell,900.53,5 Min,Buy,888.91,15 Min,Buy,882.71,30 Min,Buy,875.3,1 Hour,Buy,875.3,2 Hour,Buy,844.42,4 Hour,Buy,816.73,1 Day,Buy,666.4,1 Week,Buy,666.4,1 Month,Buy
13-10-2023,TATACONSUM,Simple Moving Average (200),912.7,1 Min,Sell,898.22,5 Min,Buy,882.01,15 Min,Buy,883.2,30 Min,Buy,874.29,1 Hour,Buy,874.29,2 Hour,Buy,848.06,4 Hour,Buy,792.82,1 Day,Buy,667.67,1 Week,Buy,667.67,1 Month,Buy
13-10-2023,TATACONSUM,"Ichimoku Base Line (9, 26, 52, 26)",912.53,1 Min,Neutral,912.75,5 Min,Neutral,903.43,15 Min,Neutral,900.6,30 Min,Neutral,900.6,1 Hour,Neutral,900.6,2 Hour,Neutral,886.5,4 Hour,Neutral,881.75,1 Day,Neutral,807.23,1 Week,Neutral,807.23,1 Month,Neutral
13-10-2023,TATACONSUM,Volume Weighted Moving Average (20),912.79,1 Min,Sell,913.19,5 Min,Sell,912.62,15 Min,Sell,908.86,30 Min,Buy,905.57,1 Hour,Buy,905.57,2 Hour,Buy,891.91,4 Hour,Buy,887.92,1 Day,Buy,853.77,1 Week,Buy,853.77,1 Month,Buy
13-10-2023,TATACONSUM,Hull Moving Average (9),911.19,1 Min,Buy,912.25,5 Min,Buy,914.15,15 Min,Buy,912.69,30 Min,Buy,915.91,1 Hour,Buy,915.91,2 Hour,Buy,908.99,4 Hour,Buy,903,1 Day,Buy,896.09,1 Week,Buy,896.09,1 Month,Buy
13-10-2023,NESTLEIND,Exponential Moving Average (10),23570.27,1 Min,Buy,23570.27,5 Min,Buy,23507.47,15 Min,Buy,23447.68,30 Min,Buy,23372.93,1 Hour,Buy,23372.93,2 Hour,Buy,23300.7,4 Hour,Buy,23021.12,1 Day,Buy,22629.43,1 Week,Buy,21769.21,1 Month,Buy
13-10-2023,NESTLEIND,Simple Moving Average (10),23570.18,1 Min,Buy,23570.18,5 Min,Buy,23509.77,15 Min,Buy,23447.83,30 Min,Buy,23319.61,1 Hour,Buy,23319.61,2 Hour,Buy,23270.92,4 Hour,Buy,22932.07,1 Day,Buy,22378.8,1 Week,Buy,21432.2,1 Month,Buy
13-10-2023,NESTLEIND,Exponential Moving Average (20),23563.85,1 Min,Buy,23563.85,5 Min,Buy,23430.52,15 Min,Buy,23342.27,30 Min,Buy,23250.87,1 Hour,Buy,23250.87,2 Hour,Buy,23161.7,4 Hour,Buy,22810.84,1 Day,Buy,22257.74,1 Week,Buy,20644.18,1 Month,Buy
13-10-2023,NESTLEIND,Simple Moving Average (20),23557.79,1 Min,Buy,23557.79,5 Min,Buy,23417.62,15 Min,Buy,23291.52,30 Min,Buy,23218.93,1 Hour,Buy,23218.93,2 Hour,Buy,23106.37,4 Hour,Buy,22802.11,1 Day,Buy,22513.49,1 Week,Buy,20188.87,1 Month,Buy
13-10-2023,NESTLEIND,Exponential Moving Average (30),23559.55,1 Min,Buy,23559.55,5 Min,Buy,23371.53,15 Min,Buy,23273.44,30 Min,Buy,23172.52,1 Hour,Buy,23172.52,2 Hour,Buy,23070.19,4 Hour,Buy,22686.77,1 Day,Buy,21870.54,1 Week,Buy,19724.55,1 Month,Buy
13-10-2023,NESTLEIND,Simple Moving Average (30),23556.47,1 Min,Buy,23556.47,5 Min,Buy,23329,15 Min,Buy,23236.99,30 Min,Buy,23119.64,1 Hour,Buy,23119.64,2 Hour,Buy,23057.01,4 Hour,Buy,22534.83,1 Day,Buy,21914.84,1 Week,Buy,19658.03,1 Month,Buy
13-10-2023,NESTLEIND,Exponential Moving Average (50),23551.28,1 Min,Buy,23551.28,5 Min,Buy,23289.1,15 Min,Buy,23180.37,30 Min,Buy,23063.26,1 Hour,Buy,23063.26,2 Hour,Buy,22937.2,4 Hour,Buy,22542.27,1 Day,Buy,21214.51,1 Week,Buy,17994.38,1 Month,Buy
13-10-2023,NESTLEIND,Simple Moving Average (50),23553.55,1 Min,Buy,23553.55,5 Min,Buy,23236.9,15 Min,Buy,23131.18,30 Min,Buy,23047.95,1 Hour,Buy,23047.95,2 Hour,Buy,22891.42,4 Hour,Buy,22378.29,1 Day,Buy,20934.56,1 Week,Buy,18327.26,1 Month,Buy
13-10-2023,NESTLEIND,Exponential Moving Average (100),23526.12,1 Min,Buy,23526.12,5 Min,Buy,23166.05,15 Min,Buy,23036.22,30 Min,Buy,22883.22,1 Hour,Buy,22883.22,2 Hour,Buy,22723.62,4 Hour,Buy,22177.03,1 Day,Buy,20053.03,1 Week,Buy,14484.96,1 Month,Buy
13-10-2023,NESTLEIND,Simple Moving Average (100),23530.58,1 Min,Buy,23530.58,5 Min,Buy,23115.91,15 Min,Buy,23020.6,30 Min,Buy,22849.82,1 Hour,Buy,22849.82,2 Hour,Buy,22642.73,4 Hour,Buy,22437.85,1 Day,Buy,19725.38,1 Week,Buy,13177.48,1 Month,Buy
13-10-2023,NESTLEIND,Exponential Moving Average (200),23469.73,1 Min,Buy,23469.73,5 Min,Buy,23022.25,15 Min,Buy,22851.46,30 Min,Buy,22677.93,1 Hour,Buy,22677.93,2 Hour,Buy,22526.8,4 Hour,Buy,21422.64,1 Day,Buy,18059.53,1 Week,Buy,—,1 Month,—
13-10-2023,NESTLEIND,Simple Moving Average (200),23465.74,1 Min,Buy,23465.74,5 Min,Buy,23003.13,15 Min,Buy,22818.22,30 Min,Buy,22538.66,1 Hour,Buy,22538.66,2 Hour,Buy,22360.06,4 Hour,Buy,21094.77,1 Day,Buy,18430.72,1 Week,Buy,—,1 Month,—
13-10-2023,NESTLEIND,"Ichimoku Base Line (9, 26, 52, 26)",23542.53,1 Min,Neutral,23542.53,5 Min,Neutral,23277.63,15 Min,Neutral,23277.63,30 Min,Neutral,23212.6,1 Hour,Neutral,23212.6,2 Hour,Neutral,23199.93,4 Hour,Neutral,22687.23,1 Day,Neutral,21551,1 Week,Neutral,19799.93,1 Month,Neutral
13-10-2023,NESTLEIND,Volume Weighted Moving Average (20),23560.23,1 Min,Buy,23560.23,5 Min,Buy,23443.85,15 Min,Buy,23336.09,30 Min,Buy,23255.29,1 Hour,Buy,23255.29,2 Hour,Buy,23180.59,4 Hour,Buy,22843.8,1 Day,Buy,22467.15,1 Week,Buy,20047.55,1 Month,Buy
13-10-2023,NESTLEIND,Hull Moving Average (9),23577.24,1 Min,Buy,23577.24,5 Min,Buy,23575.86,15 Min,Buy,23585.89,30 Min,Buy,23615.11,1 Hour,Buy,23615.11,2 Hour,Buy,23556.62,4 Hour,Buy,23311.74,1 Day,Buy,23139.42,1 Week,Buy,23133.71,1 Month,Buy
13-10-2023,CONCOR,Exponential Moving Average (10),713.23,1 Min,Sell,713.23,5 Min,Sell,712.04,15 Min,Buy,710.32,30 Min,Buy,708.41,1 Hour,Buy,707.03,2 Hour,Buy,707.03,4 Hour,Buy,709.74,1 Day,Buy,703.73,1 Week,Buy,703.73,1 Month,Buy
13-10-2023,CONCOR,Simple Moving Average (10),713.23,1 Min,Sell,713.23,5 Min,Sell,712.29,15 Min,Buy,710.03,30 Min,Buy,707.28,1 Hour,Buy,704.23,2 Hour,Buy,704.23,4 Hour,Buy,709.43,1 Day,Buy,698.89,1 Week,Buy,698.89,1 Month,Buy
13-10-2023,CONCOR,Exponential Moving Average (20),713.25,1 Min,Sell,713.25,5 Min,Sell,709.84,15 Min,Buy,707.47,30 Min,Buy,706.3,1 Hour,Buy,706.82,2 Hour,Buy,706.82,4 Hour,Buy,710.39,1 Day,Buy,688.3,1 Week,Buy,688.3,1 Month,Buy
13-10-2023,CONCOR,Simple Moving Average (20),713.22,1 Min,Sell,713.22,5 Min,Sell,709.48,15 Min,Buy,706.13,30 Min,Buy,703.33,1 Hour,Buy,705.07,2 Hour,Buy,705.07,4 Hour,Buy,719.15,1 Day,Sell,686.06,1 Week,Buy,686.06,1 Month,Buy
13-10-2023,CONCOR,Exponential Moving Average (30),713.27,1 Min,Sell,713.27,5 Min,Sell,708.14,15 Min,Buy,706.19,30 Min,Buy,706.27,1 Hour,Buy,708.17,2 Hour,Buy,708.17,4 Hour,Buy,707.46,1 Day,Buy,680.53,1 Week,Buy,680.53,1 Month,Buy
13-10-2023,CONCOR,Simple Moving Average (30),713.16,1 Min,Sell,713.16,5 Min,Sell,707.02,15 Min,Buy,703.43,30 Min,Buy,704.31,1 Hour,Buy,707.95,2 Hour,Buy,707.95,4 Hour,Buy,711.37,1 Day,Buy,661.36,1 Week,Buy,661.36,1 Month,Buy
13-10-2023,CONCOR,Exponential Moving Average (50),713.25,1 Min,Sell,713.25,5 Min,Sell,706.25,15 Min,Buy,705.8,30 Min,Buy,707.8,1 Hour,Buy,710.31,2 Hour,Buy,710.31,4 Hour,Buy,700.07,1 Day,Buy,673.84,1 Week,Buy,673.84,1 Month,Buy
13-10-2023,CONCOR,Simple Moving Average (50),713.43,1 Min,Sell,713.43,5 Min,Sell,703.85,15 Min,Buy,703.55,30 Min,Buy,707.77,1 Hour,Buy,711.98,2 Hour,Buy,711.98,4 Hour,Buy,697.3,1 Day,Buy,673.17,1 Week,Buy,673.17,1 Month,Buy
13-10-2023,CONCOR,Exponential Moving Average (100),712.73,1 Min,Buy,712.73,5 Min,Buy,705.64,15 Min,Buy,707.95,30 Min,Buy,710.54,1 Hour,Buy,708.9,2 Hour,Buy,708.9,4 Hour,Buy,685.75,1 Day,Buy,656.36,1 Week,Buy,656.36,1 Month,Buy
13-10-2023,CONCOR,Simple Moving Average (100),713.22,1 Min,Sell,713.22,5 Min,Sell,703.73,15 Min,Buy,707.71,30 Min,Buy,714.26,1 Hour,Sell,716.45,2 Hour,Sell,716.45,4 Hour,Sell,683.49,1 Day,Buy,665.58,1 Week,Buy,665.58,1 Month,Buy
13-10-2023,CONCOR,Exponential Moving Average (200),711.16,1 Min,Buy,711.16,5 Min,Buy,708.05,15 Min,Buy,710.27,30 Min,Buy,707.66,1 Hour,Buy,699.52,2 Hour,Buy,699.52,4 Hour,Buy,675.88,1 Day,Buy,614.88,1 Week,Buy,614.88,1 Month,Buy
13-10-2023,CONCOR,Simple Moving Average (200),711.02,1 Min,Buy,711.02,5 Min,Buy,707.8,15 Min,Buy,715.95,30 Min,Sell,712.91,1 Hour,Buy,696.77,2 Hour,Buy,696.77,4 Hour,Buy,658.47,1 Day,Buy,589.39,1 Week,Buy,589.39,1 Month,Buy
13-10-2023,CONCOR,"Ichimoku Base Line (9, 26, 52, 26)",713.15,1 Min,Neutral,713.15,5 Min,Neutral,705.68,15 Min,Neutral,705.38,30 Min,Neutral,705.38,1 Hour,Neutral,706.48,2 Hour,Neutral,706.48,4 Hour,Neutral,714.35,1 Day,Buy,672.85,1 Week,Neutral,672.85,1 Month,Neutral
13-10-2023,CONCOR,Volume Weighted Moving Average (20),713.31,1 Min,Sell,713.31,5 Min,Sell,711.62,15 Min,Buy,707.97,30 Min,Buy,703.22,1 Hour,Buy,705.05,2 Hour,Buy,705.05,4 Hour,Buy,722.8,1 Day,Sell,687.83,1 Week,Buy,687.83,1 Month,Buy
13-10-2023,CONCOR,Hull Moving Average (9),713.14,1 Min,Sell,713.14,5 Min,Sell,713.74,15 Min,Sell,714.98,30 Min,Sell,715.16,1 Hour,Sell,714.01,2 Hour,Sell,714.01,4 Hour,Sell,701.4,1 Day,Buy,727.35,1 Week,Sell,727.35,1 Month,Sell
13-10-2023,LUPIN,Exponential Moving Average (10),1189.63,1 Min,Buy,1189.63,5 Min,Buy,1184.12,15 Min,Buy,1182.94,30 Min,Buy,1180.76,1 Hour,Buy,1176.51,2 Hour,Buy,1169.49,4 Hour,Buy,1160.65,1 Day,Buy,1110.43,1 Week,Buy,961.32,1 Month,Buy
13-10-2023,LUPIN,Simple Moving Average (10),1190.13,1 Min,Buy,1190.13,5 Min,Buy,1183.55,15 Min,Buy,1181.73,30 Min,Buy,1180.02,1 Hour,Buy,1174.82,2 Hour,Buy,1164.94,4 Hour,Buy,1162.67,1 Day,Buy,1120.69,1 Week,Buy,890.42,1 Month,Buy
13-10-2023,LUPIN,Exponential Moving Average (20),1188.53,1 Min,Buy,1188.53,5 Min,Buy,1181.93,15 Min,Buy,1179.35,30 Min,Buy,1174.72,1 Hour,Buy,1168.93,2 Hour,Buy,1160.32,4 Hour,Buy,1147.69,1 Day,Buy,1026.32,1 Week,Buy,886,1 Month,Buy
13-10-2023,LUPIN,Simple Moving Average (20),1188.14,1 Min,Buy,1188.14,5 Min,Buy,1181.39,15 Min,Buy,1180.07,30 Min,Buy,1172.93,1 Hour,Buy,1164.85,2 Hour,Buy,1162.18,4 Hour,Buy,1146.67,1 Day,Buy,1011.4,1 Week,Buy,790.86,1 Month,Buy
13-10-2023,LUPIN,Exponential Moving Average (30),1187.71,1 Min,Buy,1187.71,5 Min,Buy,1180.23,15 Min,Buy,1176.19,30 Min,Buy,1170.49,1 Hour,Buy,1163.99,2 Hour,Buy,1153.7,4 Hour,Buy,1133.45,1 Day,Buy,965.07,1 Week,Buy,871.2,1 Month,Buy
13-10-2023,LUPIN,Simple Moving Average (30),1187.12,1 Min,Buy,1187.12,5 Min,Buy,1179.56,15 Min,Buy,1175.66,30 Min,Buy,1167.18,1 Hour,Buy,1160.53,2 Hour,Buy,1147.06,4 Hour,Buy,1138.54,1 Day,Buy,909.63,1 Week,Buy,853.82,1 Month,Buy
13-10-2023,LUPIN,Exponential Moving Average (50),1186.65,1 Min,Buy,1186.65,5 Min,Buy,1176.96,15 Min,Buy,1171.28,30 Min,Buy,1164.56,1 Hour,Buy,1156.71,2 Hour,Buy,1140.64,4 Hour,Buy,1098.66,1 Day,Buy,896.48,1 Week,Buy,881.91,1 Month,Buy
13-10-2023,LUPIN,Simple Moving Average (50),1185.91,1 Min,Buy,1185.91,5 Min,Buy,1177.87,15 Min,Buy,1168.78,30 Min,Buy,1161.25,1 Hour,Buy,1155.02,2 Hour,Buy,1144.41,4 Hour,Buy,1115.52,1 Day,Buy,834.15,1 Week,Buy,859.19,1 Month,Buy
13-10-2023,LUPIN,Exponential Moving Average (100),1185.03,1 Min,Buy,1185.03,5 Min,Buy,1170.63,15 Min,Buy,1163.47,30 Min,Buy,1154.46,1 Hour,Buy,1140.56,2 Hour,Buy,1098.35,4 Hour,Buy,1013.9,1 Day,Buy,853.06,1 Week,Buy,893.88,1 Month,Buy
13-10-2023,LUPIN,Simple Moving Average (100),1184.86,1 Min,Buy,1184.86,5 Min,Buy,1168.06,15 Min,Buy,1160.28,30 Min,Buy,1149.1,1 Hour,Buy,1144.25,2 Hour,Buy,1114.97,4 Hour,Buy,994.51,1 Day,Buy,787.17,1 Week,Buy,1030.95,1 Month,Buy
13-10-2023,LUPIN,Exponential Moving Average (200),1183.08,1 Min,Buy,1183.08,5 Min,Buy,1162.92,15 Min,Buy,1153.29,30 Min,Buy,1135.1,1 Hour,Buy,1097.71,2 Hour,Buy,1014.03,4 Hour,Buy,914.33,1 Day,Buy,868.06,1 Week,Buy,686.61,1 Month,Buy
13-10-2023,LUPIN,Simple Moving Average (200),1182.08,1 Min,Buy,1182.08,5 Min,Buy,1160.29,15 Min,Buy,1146.72,30 Min,Buy,1140.14,1 Hour,Buy,1114.92,2 Hour,Buy,994.19,4 Hour,Buy,851.3,1 Day,Buy,867.62,1 Week,Buy,793.79,1 Month,Buy
13-10-2023,LUPIN,"Ichimoku Base Line (9, 26, 52, 26)",1187.63,1 Min,Neutral,1187.63,5 Min,Neutral,1178.88,15 Min,Neutral,1176.55,30 Min,Neutral,1173.2,1 Hour,Neutral,1165.53,2 Hour,Neutral,1149.05,4 Hour,Neutral,1142.25,1 Day,Neutral,924.2,1 Week,Neutral,888,1 Month,Neutral
13-10-2023,LUPIN,Volume Weighted Moving Average (20),1188.91,1 Min,Buy,1188.91,5 Min,Buy,1183.53,15 Min,Buy,1178.42,30 Min,Buy,1174.19,1 Hour,Buy,1169.22,2 Hour,Buy,1166.05,4 Hour,Buy,1149.51,1 Day,Buy,1005.39,1 Week,Buy,776.79,1 Month,Buy
13-10-2023,LUPIN,Hull Moving Average (9),1190.21,1 Min,Buy,1190.21,5 Min,Buy,1186.89,15 Min,Buy,1187.89,30 Min,Buy,1187.45,1 Hour,Buy,1187.22,2 Hour,Buy,1186.08,4 Hour,Buy,1173.82,1 Day,Buy,1176.26,1 Week,Buy,1234.64,1 Month,Sell
13-10-2023,MARUTI,Exponential Moving Average (10),10731.91,1 Min,Buy,10731.91,5 Min,Buy,10698.52,15 Min,Buy,10676.15,30 Min,Buy,10676.15,1 Hour,Buy,10646.02,2 Hour,Buy,10517.77,4 Hour,Buy,10462.55,1 Day,Buy,10263.73,1 Week,Buy,9717.63,1 Month,Buy
13-10-2023,MARUTI,Simple Moving Average (10),10730.51,1 Min,Buy,10730.51,5 Min,Buy,10696.4,15 Min,Buy,10664.39,30 Min,Buy,10664.39,1 Hour,Buy,10636.95,2 Hour,Buy,10456.87,4 Hour,Buy,10393.99,1 Day,Buy,10168.24,1 Week,Buy,9472.08,1 Month,Buy
13-10-2023,MARUTI,Exponential Moving Average (20),10728.53,1 Min,Buy,10728.53,5 Min,Buy,10667.34,15 Min,Buy,10628.81,30 Min,Buy,10628.81,1 Hour,Buy,10572.64,2 Hour,Buy,10457.39,4 Hour,Buy,10397.6,1 Day,Buy,9927.61,1 Week,Buy,9119.21,1 Month,Buy
13-10-2023,MARUTI,Simple Moving Average (20),10728.53,1 Min,Buy,10728.53,5 Min,Buy,10655.85,15 Min,Buy,10622.06,30 Min,Buy,10622.06,1 Hour,Buy,10555.72,2 Hour,Buy,10392.7,4 Hour,Buy,10451.63,1 Day,Buy,9894.01,1 Week,Buy,9000.86,1 Month,Buy
13-10-2023,MARUTI,Exponential Moving Average (30),10725.59,1 Min,Buy,10725.59,5 Min,Buy,10642.77,15 Min,Buy,10589.28,30 Min,Buy,10589.28,1 Hour,Buy,10522.53,2 Hour,Buy,10429.12,4 Hour,Buy,10315.66,1 Day,Buy,9688.15,1 Week,Buy,8707.92,1 Month,Buy
13-10-2023,MARUTI,Simple Moving Average (30),10726.28,1 Min,Buy,10726.28,5 Min,Buy,10634.85,15 Min,Buy,10582.63,30 Min,Buy,10582.63,1 Hour,Buy,10488.12,2 Hour,Buy,10457.43,4 Hour,Buy,10409.82,1 Day,Buy,9516.69,1 Week,Buy,8488.98,1 Month,Buy
13-10-2023,MARUTI,Exponential Moving Average (50),10719.79,1 Min,Buy,10719.79,5 Min,Buy,10600.23,15 Min,Buy,10529.38,30 Min,Buy,10529.38,1 Hour,Buy,10471.98,2 Hour,Buy,10355.34,4 Hour,Buy,10156.13,1 Day,Buy,9348.38,1 Week,Buy,8115.73,1 Month,Buy
13-10-2023,MARUTI,Simple Moving Average (50),10719.33,1 Min,Buy,10719.33,5 Min,Buy,10604.57,15 Min,Buy,10506.36,30 Min,Buy,10506.36,1 Hour,Buy,10389.78,2 Hour,Buy,10446.38,4 Hour,Buy,10048.91,1 Day,Buy,9177.84,1 Week,Buy,7734.72,1 Month,Buy
13-10-2023,MARUTI,Exponential Moving Average (100),10705.81,1 Min,Buy,10705.81,5 Min,Buy,10522.37,15 Min,Buy,10463.18,30 Min,Buy,10463.18,1 Hour,Buy,10428.62,2 Hour,Buy,10153.85,4 Hour,Buy,9841.44,1 Day,Buy,8781.89,1 Week,Buy,6898.85,1 Month,Buy
13-10-2023,MARUTI,Simple Moving Average (100),10704.82,1 Min,Buy,10704.82,5 Min,Buy,10499.34,15 Min,Buy,10369.55,30 Min,Buy,10369.55,1 Hour,Buy,10451.46,2 Hour,Buy,10046.31,4 Hour,Buy,9824.86,1 Day,Buy,8663.28,1 Week,Buy,7102.11,1 Month,Buy
13-10-2023,MARUTI,Exponential Moving Average (200),10681.91,1 Min,Buy,10681.91,5 Min,Buy,10460.93,15 Min,Buy,10415.89,30 Min,Buy,10415.89,1 Hour,Buy,10325.56,2 Hour,Buy,9842.01,4 Hour,Buy,9436.14,1 Day,Buy,8093.53,1 Week,Buy,4579.42,1 Month,Buy
13-10-2023,MARUTI,Simple Moving Average (200),10678.75,1 Min,Buy,10678.75,5 Min,Buy,10360.83,15 Min,Buy,10447.49,30 Min,Buy,10447.49,1 Hour,Buy,10425.25,2 Hour,Buy,9821.75,4 Hour,Buy,9225.73,1 Day,Buy,7716.44,1 Week,Buy,4289.74,1 Month,Buy
13-10-2023,MARUTI,"Ichimoku Base Line (9, 26, 52, 26)",10731.08,1 Min,Neutral,10731.08,5 Min,Neutral,10637.43,15 Min,Neutral,10582.63,30 Min,Neutral,10582.63,1 Hour,Neutral,10542.55,2 Hour,Neutral,10417.53,4 Hour,Neutral,10417.53,1 Day,Neutral,9582.53,1 Week,Neutral,8640.8,1 Month,Neutral
